Ürün ID,OrderDate,ÜrünAdi,Miktar,Birim Fiyat,ToplamTutar,BirimMaliyet,ToplamMaliyet,Kar,MusteriID,Musteri,SatisTemsilcisi,F13,F14,F15
22,2023-07-20 00:00:00,Mozzarella Peyniri,82,24,1968,18,1476,492,14,Sunset Grill,Ahmet Murat Düzenli,,,
100,2023-07-22 00:00:00,Parmesan Peyniri,45,8,360,4,180,180,846,Mükellef,Reyhan Burcu Kalkan,,,
98,2023-07-22 00:00:00,Nar Eskisi,13,18,234,8,104,130,14,Sunset Grill,Ahmet Murat Düzenli,,,
22,2023-07-23 00:00:00,Mozzarella Peyniri,72,24,1728,18,1296,432,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
2,2023-07-25 00:00:00,Siyah Zeytin,32,12,384,6,192,192,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
31,2023-07-25 00:00:00,Pul Biber,92,21,1932,12,1104,828,572,360 Istanbul,Merve Hilal Akinci,,,
19,2023-07-30 00:00:00,Patlican,15,36,540,25,375,165,23,Lacivert,Ahmet Murat Düzenli,,,
31,2023-07-30 00:00:00,Pul Biber,4,21,84,12,48,36,315,Vogue,Merve Hilal Akinci,,,
16,2023-07-31 00:00:00,Marul,79,15,1185,14,1106,79,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
30,2023-07-31 00:00:00,Kirmizi Sogan,65,12,780,8,520,260,846,Mükellef,Reyhan Burcu Kalkan,,,
4,2023-08-01 00:00:00,Domates,39,9,351,7,273,78,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
22,2023-08-01 00:00:00,Mozzarella Peyniri,9,24,216,18,162,54,557,Leb-i Derya Restaurant,Merve Hilal Akinci,,,
31,2023-08-05 00:00:00,Pul Biber,60,21,1260,12,720,540,14,Sunset Grill,Ahmet Murat Düzenli,,,
98,2023-08-06 00:00:00,Nar Eskisi,93,18,1674,8,744,930,572,360 Istanbul,Reyhan Burcu Kalkan,,,
19,2023-08-07 00:00:00,Patlican,6,36,216,25,150,66,686,Mürver Restaurant,Ahmet Murat Düzenli,,,
31,2023-08-09 00:00:00,Pul Biber,5,21,105,12,60,45,23,Lacivert,Ahmet Murat Düzenli,,,
19,2023-08-09 00:00:00,Patlican,51,36,1836,25,1275,561,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
31,2023-08-11 00:00:00,Pul Biber,4,21,84,12,48,36,315,Vogue,Ahmet Murat Düzenli,,,
22,2023-08-11 00:00:00,Mozzarella Peyniri,92,24,2208,18,1656,552,14,Sunset Grill,Ahmet Murat Düzenli,,,
100,2023-08-12 00:00:00,Parmesan Peyniri,48,8,384,4,192,192,572,360 Istanbul,Reyhan Burcu Kalkan,,,
22,2023-08-12 00:00:00,Mozzarella Peyniri,63,24,1512,18,1134,378,686,Mürver Restaurant,Reyhan Burcu Kalkan,,,
4,2023-08-12 00:00:00,Domates,24,9,216,7,168,48,557,Leb-i Derya Restaurant,Reyhan Burcu Kalkan,,,
4,2023-08-13 00:00:00,Domates,38,9,342,7,266,76,846,Mükellef,Reyhan Burcu Kalkan,,,
98,2023-08-13 00:00:00,Nar Eskisi,68,18,1224,8,544,680,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
30,2023-08-13 00:00:00,Kirmizi Sogan,64,12,768,8,512,256,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
16,2023-08-15 00:00:00,Marul,51,15,765,14,714,51,23,Lacivert,Ahmet Murat Düzenli,,,
16,2023-08-17 00:00:00,Marul,20,15,300,14,280,20,14,Sunset Grill,Ahmet Murat Düzenli,,,
100,2023-08-18 00:00:00,Parmesan Peyniri,83,8,664,4,332,332,572,360 Istanbul,Merve Hilal Akinci,,,
31,2023-08-18 00:00:00,Pul Biber,96,21,2016,12,1152,864,572,360 Istanbul,Merve Hilal Akinci,,,
30,2023-08-18 00:00:00,Kirmizi Sogan,28,12,336,8,224,112,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
30,2023-08-18 00:00:00,Kirmizi Sogan,65,12,780,8,520,260,846,Mükellef,Reyhan Burcu Kalkan,,,
30,2023-08-18 00:00:00,Kirmizi Sogan,12,12,144,8,96,48,686,Mürver Restaurant,Reyhan Burcu Kalkan,,,
100,2023-08-19 00:00:00,Parmesan Peyniri,40,8,320,4,160,160,95,Mikla Restaurant,Ahmet Murat Düzenli,,,
4,2023-08-22 00:00:00,Domates,81,9,729,7,567,162,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
19,2023-08-24 00:00:00,Patlican,31,36,1116,25,775,341,572,360 Istanbul,Reyhan Burcu Kalkan,,,
16,2023-08-25 00:00:00,Marul,90,15,1350,14,1260,90,572,360 Istanbul,Merve Hilal Akinci,,,
22,2023-08-25 00:00:00,Mozzarella Peyniri,66,24,1584,18,1188,396,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
16,2023-08-26 00:00:00,Marul,25,15,375,14,350,25,95,Mikla Restaurant,Merve Hilal Akinci,,,
39,2023-08-26 00:00:00,Ananas,98,33,3234,28,2744,490,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
100,2023-08-27 00:00:00,Parmesan Peyniri,44,8,352,4,176,176,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
16,2023-08-27 00:00:00,Marul,24,15,360,14,336,24,23,Lacivert,Ahmet Murat Düzenli,,,
4,2023-08-27 00:00:00,Domates,51,9,459,7,357,102,14,Sunset Grill,Reyhan Burcu Kalkan,,,
30,2023-08-28 00:00:00,Kirmizi Sogan,85,12,1020,8,680,340,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
16,2023-08-28 00:00:00,Marul,45,15,675,14,630,45,14,Sunset Grill,Reyhan Burcu Kalkan,,,
2,2023-08-30 00:00:00,Siyah Zeytin,92,12,1104,6,552,552,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
100,2023-09-01 00:00:00,Parmesan Peyniri,22,8,176,4,88,88,14,Sunset Grill,Reyhan Burcu Kalkan,,,
31,2023-09-01 00:00:00,Pul Biber,42,21,882,12,504,378,315,Vogue,Reyhan Burcu Kalkan,,,
6,2023-09-03 00:00:00,Gün Kurusu Domates,49,55,2695,25,1225,1470,23,Lacivert,Reyhan Burcu Kalkan,,,
30,2023-09-03 00:00:00,Kirmizi Sogan,79,12,948,8,632,316,846,Mükellef,Merve Hilal Akinci,,,
16,2023-09-04 00:00:00,Marul,31,15,465,14,434,31,846,Mükellef,Reyhan Burcu Kalkan,,,
39,2023-09-05 00:00:00,Ananas,43,33,1419,28,1204,215,14,Sunset Grill,Ahmet Murat Düzenli,,,
16,2023-09-06 00:00:00,Marul,1,15,15,14,14,1,846,Mükellef,Reyhan Burcu Kalkan,,,
30,2023-09-06 00:00:00,Kirmizi Sogan,31,12,372,8,248,124,95,Mikla Restaurant,Merve Hilal Akinci,,,
4,2023-09-06 00:00:00,Domates,84,9,756,7,588,168,686,Mürver Restaurant,Reyhan Burcu Kalkan,,,
2,2023-09-06 00:00:00,Siyah Zeytin,9,12,108,6,54,54,14,Sunset Grill,Reyhan Burcu Kalkan,,,
98,2023-09-07 00:00:00,Nar Eskisi,45,18,810,8,360,450,233,Nusr-Et Steakhouse,Ahmet Murat Düzenli,,,
4,2023-09-08 00:00:00,Domates,68,9,612,7,476,136,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
16,2023-09-08 00:00:00,Marul,8,15,120,14,112,8,572,360 Istanbul,Reyhan Burcu Kalkan,,,
2,2023-09-09 00:00:00,Siyah Zeytin,42,12,504,6,252,252,14,Sunset Grill,Ahmet Murat Düzenli,,,
16,2023-09-09 00:00:00,Marul,72,15,1080,14,1008,72,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
2,2023-09-10 00:00:00,Siyah Zeytin,50,12,600,6,300,300,686,Mürver Restaurant,Reyhan Burcu Kalkan,,,
2,2023-09-10 00:00:00,Siyah Zeytin,5,12,60,6,30,30,14,Sunset Grill,Reyhan Burcu Kalkan,,,
31,2023-09-11 00:00:00,Pul Biber,31,21,651,12,372,279,686,Mürver Restaurant,Reyhan Burcu Kalkan,,,
4,2023-09-21 00:00:00,Domates,76,9,684,7,532,152,14,Sunset Grill,Reyhan Burcu Kalkan,,,
2,2023-09-21 00:00:00,Siyah Zeytin,50,12,600,6,300,300,686,Mürver Restaurant,Reyhan Burcu Kalkan,,,
2,2023-09-21 00:00:00,Siyah Zeytin,5,12,60,6,30,30,14,Sunset Grill,Reyhan Burcu Kalkan,,,
31,2023-09-11 00:00:00,Pul Biber,31,21,651,12,372,279,686,Mürver Restaurant,Reyhan Burcu Kalkan,,,
4,2023-09-11 00:00:00,Domates,76,9,684,7,532,152,14,Sunset Grill,Reyhan Burcu Kalkan,,,
2,2023-09-30 00:00:00,Siyah Zeytin,50,12,600,6,300,300,686,Mürver Restaurant,Reyhan Burcu Kalkan,,,
2,2023-09-30 00:00:00,Siyah Zeytin,5,12,60,6,30,30,14,Sunset Grill,Reyhan Burcu Kalkan,,,
31,2023-09-30 00:00:00,Pul Biber,31,21,651,12,372,279,686,Mürver Restaurant,Reyhan Burcu Kalkan,,,
4,2023-09-30 00:00:00,Domates,76,9,684,7,532,152,14,Sunset Grill,Reyhan Burcu Kalkan,,,
